,Job Title,Location,Date,Link,Job Attributes,Job Description
142,Resident Services Coordinator,Gloucester,Jun 17,https://boston.craigslist.org/nos/npo/d/gloucester-resident-services-coordinator/6914108395.html,"
compensation: Competitive rate of pay.

employment type: part-time

","

QR Code Link to This Post


The Caleb Group is hiring a Part Time Resident Service Coordinator (RSC) to serve a residential community in Gloucester. The Resident Service Coordinator connects residents to services that are available in the general community and oversees programming at the site.

Responsibilities include:

Establish relationships with local organizations, charities, agencies and service providers who can provide direct services to residents. Outside services might include home health aides, financial assistance, counseling (mental health and substance abuse), job search/training, general education and food assistance.
Create and oversee a yearly on site program plan and budget.
Working as a member of the property management team, follow up on referrals from other staff regarding tenant issues and concerns.
Work with property manager and maintenance to assist residents in crisis situations or difficult situations.
Maintain resident confidentiality and comply with code of ethics.

Skills include:

Demonstrated knowledge of area community services, program planning and implementation.
Proven experience in service management, including problem solving and advocacy.
Experience with families, senior citizens and working with a diverse population.
Professional in behavior and appearance.
Energetic, enthusiastic, and outgoing team player.
Must be computer literate and be able to produce clearly written files, reports, emails and newsletters.

Competitive salary & excellent benefits! Interested and qualified candidates please submit resume to this ad. Pre-employment background check required. EOE

MISSION

The Caleb Group provides secure, affordable homes and builds stable communities that offer diverse populations the tools and resources to empower individuals to make positive changes in their lives.

We are a nonprofit affordable housing organization based in Swampscott,MA with communities in Maine, New Hampshire, Massachusetts and Connecticut. We own, manage or partner in the operation of over 2,000 affordable units housing over 4,000 residents. The Caleb Group provides resident services at all our properties to provide our residents with resources they can use to stabilize and thrive.    "
143,"3P-11P, TUES-SAT, Women's Shelter, Assistant Supervisor",N/A,Jun 17,https://boston.craigslist.org/gbs/npo/d/boston-3p-11p-tues-sat-womens-shelter/6914104499.html,"
compensation: DOE

employment type: full-time

non-profit organization

","

QR Code Link to This Post


SCHEDULE:  40 hours, Tuesdays – Saturday, 2:45 p.m. - 11:15 p.m.



JOB DESCRIPTION:  

The 3-11 Assistant Supervisor will help manage the operations of the 3-11 shift on a nightly basis, including scheduling, rotations, crisis management, customer service, security screening, bed assignment, food service, clothing, toiletries, medical care and referrals.

The 3-11 Assistant Supervisor will be part of the evening shift rotation and will oversee all aspects of the Women’s Inn 3-11 shift in the absence of the Supervisor or as assigned by the Supervisor, including helping the shift stay focused on a service model that emphasizes use of Trauma Informed Care and Crisis and Prevention and Intervention Training principles (Non-Violent Crisis Intervention). The 3-11 Assistant Supervisor will ensure that services are provided in the spirit of the Inn’s traditional hallmarks of dignity and respect for all our guests.

The incumbent will assess guests’ needs and assets in order to make appropriate diversion decisions as well as referrals for case management and housing services. The 3-11 Assistant Supervisor will work closely with Case Managers and other PSI staff to coordinate care and services and will be an available resource for guests to assist them in their efforts to obtain permanent housing.



REQUIREMENTS:  

•High school diploma or GED

•Computer skills, including Microsoft Word, Excel and Outlook

•Demonstrated leadership and organizational skills including a minimum of two (2) years in a leadership/supervisory position in a human service setting


•Demonstrated ability to successfully lead in a human service setting with a strong concentration in working with individuals with multiple challenges including substance abuse and untreated mental illness


•Direct care experience with people who are homeless or experiencing poverty


•Ability to use a computer, calculator, fax, copier machine and other office equipment


•Ability to access different building locations, and different program sites


•Requires stooping, bending, stretching and may include lifting of guests at times

•Requires quick response in emergency situations 



To apply for this position, please click the link below:

https://pinestreetinn.preview.clearcompany.com/careers/jobs/fccd0de5-0bda-33fe-6c07-a4557702544e/apply?source=1064922-CS-16007


"
144,● STOP THE BANS: PROTECT ACCESS TO ABORTION,South Station,Jun 17,https://boston.craigslist.org/gbs/npo/d/stop-the-bans-protect-access-to-abortion/6914003270.html,"
compensation: $12-$16/hour

employment type: employee's choice

non-profit organization

","

QR Code Link to This Post






Apply Online Now:

or by Phone:
617-338-7882
or by texting 'act' to 97211

Click here to read more about Grassroots Campaigns and our work. "
145,"3P-8P, MON-FRI, PT EVENING SHELTER COUNSELOR, 19-73",N/A,Jun 17,https://boston.craigslist.org/gbs/npo/d/jamaica-plain-3p-8p-mon-fri-pt-evening/6913981320.html,"
compensation: DOE

employment type: part-time

non-profit organization

","

QR Code Link to This Post


SCHEDULE:  25 hours, Monday - Friday, 3:00 p.m. – 8:00 p.m., Essential position during weather emergencies.



JOB DESCRIPTION:

The Guest Services Specialist (GSS) works from the Pine Street Inn policy and procedures developed to ensure a safe shelter environment for guests and staff. The Guest Services Specialist has a primary focus on the direct care of guests and, as such, responds to guests in a timely and professional manner based on the prioritization of guests’ needs. The GSS assists with the development and implementation of a housing pathway by motivating guests to rapidly work on housing and connecting guests to appropriate resources. The Guest Services Specialists will also assist guests in connecting with substance abuse, mental health and medical resources when the shelter cannot safely accommodate a guests needs. The GSS is required to stay energized and focused even when demands are ambiguous and strenuous. The GSS is required to enter data into the Homeless Management Information (HMIS) system and to document reports in keeping with agency policy. The GSS is required to make sound decisions and appropriately seeks guidance from a supervisor.



REQUIREMENTS:

•High School diploma or GED 

•Ability to stand for long periods of time

•Ability to stretch, bend and lift up to (twenty-five) 25 lbs 

•Ability to assist guests up and down stairs, and in-and-out of wheelchairs

•Ability to respond quickly to emergencies  

*Minimum of one (1) year of experience in the Human Services field 


To apply for this position, please click the link below:

https://pinestreetinn.preview.clearcompany.com/careers/jobs/d7a73047-c830-393f-22fe-8497d9a99947/apply?source=1008570-CS-16007


"
146,Overnight-Full Time-Shelter Counselor Positions.  Various Schedules,N/A,Jun 17,https://boston.craigslist.org/gbs/npo/d/boston-overnight-full-time-shelter/6913975135.html,"
compensation: DOE

employment type: full-time

non-profit organization

","

QR Code Link to This Post


SCHEDULE:  

40 hours, Thursday - Monday, 10:45 p.m. – 7:15 a.m.
40 hours, Wednesday - Sunday, 10:45 p.m. – 7:15 a.m.
40 hours, Tuesday - Saturday, 10:45 p.m. – 7:15 a.m.
40 hours, Saturday - Wednesday, 10:45 p.m. – 7:15 a.m.

These are essential positions during weather emergencies.



JOB DESCRIPTION:  

The Guest Services Specialist (GSS) works from the Pine Street Inn policy and procedures developed to ensure a safe shelter environment for guests and staff. The Guest Services Specialist has a primary focus on the direct care of guests and, as such, responds to guests in a timely and professional manner based on the prioritization of guests’ needs. The GSS assists with the development and implementation of a housing pathway by motivating guests to rapidly work on housing and connecting guests to appropriate resources. The Guest Services Specialists will also assist guests in connecting with substance abuse, mental health and medical resources when the shelter cannot safely accommodate a guests needs. The GSS is required to stay energized and focused even when demands are ambiguous and strenuous. The GSS is required to enter data into the Homeless Management Information (HMIS) system and to document reports in keeping with agency policy. The GSS is required to make sound decisions and appropriately seeks guidance from a supervisor. 



REQUIREMENTS:

•High School diploma or GED 


•Minimum of one (1) year of experience in the Human Services field 


•Ability to stand for long periods of time


•Ability to stretch, bend and lift up to (twenty-five) 25 lbs 


•Ability to assist guests up and down stairs, and in-and-out of wheelchairs


•Ability to respond quickly to emergencies 


To apply for this position, please visit our website at:

https://www.pinestreetinn.org/about-us/careers


"
147,Residential Counselor,"Arlington, MA",Jun 17,https://boston.craigslist.org/gbs/npo/d/arlington-residential-counselor/6913954125.html,"
compensation: $14.00

employment type: full-time

non-profit organization

","

QR Code Link to This Post


NFI Massachusetts Inc, a non-profit human services agency, is currently seeking a Residential Counselor for its STARR program CIP  as well as its North Crossing group home.

Youth referred to these programs are in need of temporary out-of-home placement to address a range of emotional and behavioral issues. The programs offer 24 hour staffing that provides support and supervision. Comprehensive clinical services include treatment planning, life skills training, individual/group/family therapy and access to social and recreational resources in the community.

The highly structured milieus provide a safe and predictable context in which youth can stabilize behaviors, progress in treatment and develop new skills. Staff members serve as teachers and coaches, developing practical supports and interventions for youth that are readily transferable to the home environment and can be easily understood and taught to families. While the programs specialize in family reunification, they also work with youth who transfer to foster care or independent living. For youth who do not have reunification as a goal, the programs focus on cultivating family involvement whenever possible and establishing meaningful lifelong connections to other caring adults who can guide them into adulthood.

We are seeking dedicated and qualified candidates with strong leadership skills to provide direct care to youth served within the program. The goal is to provide these youth support, mentoring, guidance and to demonstrate positive role modeling so they may elect healthier choices to and learn new skills to use upon their discharge from the program.

Job Requirements:

-Qualified candidates will possess a Bachelor's degree in psychology, sociology or other related field of study and/or extensive experience working with a similar population, or a combination of education and experience.
-Valid driver's license.

Please apply at:
https://recruiting.ultipro.com/NOR1043NAFI/JobBoard/331fa188-0c5e-433a-b685-1bd95da427de/OpportunityDetail?opportunityId=4bc9a5e5-3ade-4363-9857-f300ebd74353
"
148,Awake Overnight Youth Counselor,"Newton, MA",Jun 17,https://boston.craigslist.org/gbs/npo/d/newton-awake-overnight-youth-counselor/6913944212.html,"
compensation: $16.00

employment type: full-time

non-profit organization

","

QR Code Link to This Post


NFI Massachusetts Inc, a non-profit human services agency, is currently seeking an Awake Overnight Youth Counselors for its North Crossing program. This is a 90 day position at $16.00

Youth referred to this program are in need of temporary out-of-home placement to address a range of emotional and behavioral issues. The program offers 24 hour staffing that provides support and supervision. Comprehensive clinical services include treatment planning, life skills training, individual/group/family therapy and access to social and recreational resources in the community.

The highly structured milieu provides a safe and predictable context in which youth can stabilize behaviors, progress in treatment and develop new skills. Staff members serve as teachers and coaches, developing practical supports and interventions for youth that are readily transferable to the home environment and can be easily understood and taught to families. While the program specializes in family reunification, they also work with youth who transfer to foster care or independent living. For youth who do not have reunification as a goal, the programs focus on cultivating family involvement whenever possible and establishing meaningful lifelong connections to other caring adults who can guide them into adulthood.

We are seeking dedicated and qualified candidates with strong leadership skills to provide direct care to youth served within the program. The goal is to provide these youth support, mentoring, guidance and to demonstrate positive role modeling so they may elect healthier choices to and learn new skills to use upon their discharge from the program.

Job Requirements:

-Qualified candidates will possess a Bachelor's degree in psychology, sociology or other related field of study and/or extensive experience working with a similar population, or a combination of education and experience.
-Valid driver's license.

Please apply here at:
https://recruiting.ultipro.com/NOR1043NAFI/JobBoard/331fa188-0c5e-433a-b685-1bd95da427de/OpportunityDetail?opportunityId=d2cac8dc-4ef7-4a3a-bfcd-3bdb90edb39d
"
149,★Great Jobs★Good Causes★Great summer work ! Avg $12-17/hr,Park Street,Jun 17,https://boston.craigslist.org/gbs/npo/d/boston-great-jobsgood-causesgreat/6913829735.html,"
compensation: $480-$750 per week

employment type: full-time

","

QR Code Link to This Post


Call 617-292-4823














"
150,Office Manager / Temple Administrator,"Belmont, MA",Jun 15,https://boston.craigslist.org/bmw/npo/d/cambridge-office-manager-temple/6912681397.html,"
compensation: $50,000 - $53,000

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Beth El Temple Center (www.betheltemplecenter.org)  is looking for a Temple Administrator to join our professional staff.  This key role is responsible for smooth and efficient administrative function of the temple and supervising custodial staff. Reporting to the Rabbi and the Temple President, the Temple Administrator is a full-time benefits-eligible position. 

Beth El Temple Center is a 400 member Reform congregation, affiliated with the Union for Reform Judaism. Beth El Temple Center is located in Belmont, MA and serves many surrounding communities, including Cambridge, Watertown, Waltham, Lexington, Arlington, and Somerville.  Beth El has a strong egalitarian tradition and welcomes Jews and their families who want to be a part of our Jewish community. Beth El Temple Center offers a place for learning and living Torah, a place to help repair the world, and a place to nurture your soul.

It is important for the Temple Administrator to reflect, in both disposition and work ethic, the Jewish value of Kavod (respect for all), keep a well-run and organized institution, all while maintaining a pleasant and welcoming demeanor and a professional presentation.

More specific responsibilities include the following:

Manage the day-to-day work of the custodial staff; including supervising room set-up, daily maintenance and cleaning, procedures relating to services, outdoor landscaping/clean-up duties, and building/equipment repairs
Prepare the Temple for each Jewish Holiday and its corresponding capital needs
Liaise with and oversee the work of vendors, including IT and general building maintenance
Handle office administration such as answering calls, taking messages, greeting scheduled visitors, distributing mail, filing paperwork, maintaining materials and ordering supplies
Utilizing Chaverware database to input, track and report membership data with strict confidentiality
Create and distribute a wide variety of communications with high attention to detail
Recruit and oversee the work of office volunteers
Provide administrative support to the Rabbi, Rabbi Educator, and the Cantor, including calendar management, making copies, and drafting correspondence
Generate reports and spreadsheets as needed for various functions and activities across the temple.
Prepare weekly temple newsletter and service folders
Manage all Temple wide mailings and dues collections.

Qualifications:

Experience working in an administrative capacity, preferably in nonprofit institutions
Knowledge of Jewish lifecycle events and holidays is a plus, but not required
Proven success handling a wide range of administrative and operational responsibilities with competing priorities 
The ability to multi-task graciously and effectively
Exceptional organizational skills, including creating physical and digital systems to improve efficiency, productivity and employee/member experience
Experience supervising staff and volunteers
Good judgment - ability to exercise discretion with confidential information, pride of ownership and understanding when to seek help
Strong verbal and written communication skills
Professional customer service orientation
Advanced computer skills, including Microsoft Word and Excel; experience with Access or another database is highly desirable    "
151,"🌟Make change in your community, be an activist! 🌟Avg $2k-$3k/mo",Harvard Square,Jun 15,https://boston.craigslist.org/gbs/npo/d/cambridge-make-change-in-your-community/6912561565.html,"
compensation: $480-$750/wk

employment type: full-time

non-profit organization

","

QR Code Link to This Post


CLICK THE PHOTO AND APPLY TODAY! Call us at 617-873-0875 with any questions!













"
152,Commonwealth Corps Early Education Specialist,Lowell,Jun 14,https://boston.craigslist.org/nwb/npo/d/lowell-commonwealth-corps-early/6912168509.html,"
compensation: Stipend of $750 every other week while in service, up to $15,750, minus taxes and withholdings

employment type: contract

internship

","

QR Code Link to This Post


The mission of the Commonwealth Corps service internship program is to engage Massachusetts residents of
all ages and backgrounds in service to strengthen communities, address unmet community needs, and increase
volunteerism.

Commonwealth Corps members with UTEC will serve 10.5 months in a full-time capacity. What they have in
common is a desire to put their talents and ideas to use in the service of their communities and the
Commonwealth.

The 2Gen Center @ UTEC serves children ages 0-5 who have a young parent (ages 17-25) enrolled in UTEC’s
core programs for young adults. UTEC’s promise is to ignite and nurture the ambition of our most disengaged
young people to trade violence and poverty for social and economic success. UTEC engages young adults in
workforce development and educational programs and provides intensive case management. Social justice and
civic engagement are embedded in all programming. Since half of UTEC-enrolled young adults are also parents,
UTEC opened an onsite, early childhood education center in 2017. Commonwealth Corps members will serve in
the early childhood education center and work with the core program to develop and execute activities
specifically for our young families – parents and children alike.

Responsibilities:
Essential
• Complete a minimum of 1,500 hours of service, serving through June 27, 2020.
• Attend all required Commonwealth Corps trainings and service events held by MSA (minimum of 6
total, post orientation) and UTEC, including a new member orientation on August 15 & 16, 2019.
• Participate in a minimum of 1 hour (full-time members) of MSA-related activities each week (in person
or virtually).
• Collaborate with classroom teacher to develop and implement lesson plans and daily activities.
• Collaborate with other members, as well as youthworkers and volunteers, to create and implement
two-generation or whole-family activities throughout the service year.
• Demonstrate and promote UTEC values as part of maintaining a safe and positive program.
• Exhibit a warm, concerned attitude that uses a positive approach in dealing with individuals as well as
groups of children.
• Serve as an active, positive team member with supervisor, colleagues, and participants at all times.
• Document activities and event plans for future implementation by other staff and members.
• Collect and record attendance and feedback data related to service activities.

Marginal
• Provide regular updates on site challenges, opportunities and best practices to supervisor.
• Implement program assessment tools.
• Support recruitment activities for skill-based volunteers to support two-generation activity
development and execution.

Qualifications:
Required
• Massachusetts residency and legal authorization to work in the United States
• 18 years of age or older
• Experience with or interest in volunteerism and community engagement
• Ability to balance service commitment with other family/work/school/community commitments in a
sustainable way
• Strong interpersonal communication skills
• Open to feedback and personal and professional improvement

Preferred
• Passion for community building, education, and learning.
• Willingness and aptitude to individualize learning plans for student needs.
• Desire and drive to form positive, meaningful, and dynamic relationships with youth and staff alike.
• Possess a valid driver’s license (to take UTEC vehicles for service-related field trips or offsite activities
with participants).

Member Benefits:
• Stipend of $750 every other week while in service, up to $15,750, minus taxes and withholdings;
• Health insurance (individual coverage only);
• Completion award of up to $2,500 upon successful completion of service, minus taxes and
withholdings;
• Reimbursement for outside training or professional development opportunities relevant to member’s
service and/or goals (Up to $50; Dependent on approval from MSA);
• Additional benefits (paid directly to vendor(s)) that can total up to $5,000 over the 10.5-month service
period, for subsidies of housing, childcare, and/or transportation costs;
• Additional training and other professional development opportunities;
• Limited reimbursement for travel to Corps-wide MSA-sponsored activities;
• Limited travel reimbursement from their host site for certain service-related travel away from their
usual service location, according to UTEC's policies;
• The opportunity for at least 10 days of planned absences (may include holidays); and
• Opportunity to join with others with a common sense of purpose as part of the Commonwealth Corps
service internship program.

Please note that receipt of these stipends/benefits may impact an individual’s eligibility for certain public
benefits.

Term of Service:
• Position Start Date: August 15, 2019
• Position End Date: June 27, 2020
• Service commitment will average 38-40 hours per week during the following days/times: Monday
through Friday, from 9 AM – 5 PM. (NOTE: The early education program opens at 8:00 AM and closes
at 5:30 PM, so occasional commitments may start or end at those times. Any schedule changes will be
made with advance notice.)
• 1-2 evening events (5 – 8 PM) will be required each month. A shifted schedule will be arranged for
these evening event dates, as appropriate.
Application Instructions:
• To apply, submit a cover letter and resume ASAP. Applications will be reviewed on a rolling basis until
June 10th, 2019. No phone calls, please.

Accepted members will be required to undergo a criminal offender and sexual offender background check.
UTEC will recruit and select persons in all positions to ensure a diverse and inclusive climate without
regard to race, religion, sex, sexual orientation, age, veteran status, color, political affiliation, creed,
national origin, marital status, or any other status as protected by federal, state, and local laws. UTEC
welcomes applications from individuals with disabilities and will make reasonable accommodations for
interviews and for service upon request.    "
153,Child Care Support Staff,Lowell,Jun 14,https://boston.craigslist.org/nwb/npo/d/lowell-child-care-support-staff/6912158848.html,"
compensation: Commensurate with experience

employment type: part-time

non-profit organization

","

QR Code Link to This Post


JOB DESCRIPTION SUMMARY 
To support educators to create a rich and inviting classroom environment through staff coverage, child engagement, and assisting with curriculum.

ESSENTIAL DUTIES and RESPONSIBILITIES 
•	Support maintaining a safe and positive program 
•	Exhibits a warm, concerned attitude that uses a positive approach in dealing with individuals as well as groups of children. 
•	Encourage problem-solving and self-help skills in children.
•	Use redirection, logical consequences, and natural consequences to guide children.
•	Offer reminders and choices to foster positive self-esteem development.
•	Is an active, positive team member with supervisor, other staff, volunteers and members at all times by communicating effectively. 
•	Ability to be flexibility and have a “put me in coach” persepective 
•	Responsible for care and maintenance of program equipment, supplies and facility including daily clean up and proper use. 
•	A proactive approach to communicating with classroom teacher and school administration to ensure successful partnership.
•	Follow all company and state policies and procedures.
•	Respond immediately to the individual needs of children and families.
•	Actively participates in professional development trainings.
•	Support the vision, goals, and philosophies of the organization.
•	Provide regular updates on site challenges, opportunities and best practices to supervisor
•	Express a desire to grow and learn in an ever-changing field


QUALIFICATIONS AND COMPETENCIES 
•	EEC Certification preferred and not required. 
•	Flexibility: Thrives in a collaborative and fast-paced environment; is comfortable with gray areas; understands that the process is just as important as the end
•	Perspective Taking: Comfortable working in a diverse environment and considers divergent opinions
•	Coachable: Open to feedback and personal and professional improvement
•	Commitment: Genuinely cares about children’s and families’ success
•	Drive: Hunger to do an excellent job, a passion to own one’s work, proactively comes up with systems and solutions to make one’s work more effective 
•	Team Player: Upholds UTEC’s mission, values and vibe
•	Persuasion: Able to motivate others to pursue a course of action and try new things
•	Organized: Handles responsibilities in an efficient, productive manner.  Focuses on key priorities.
•	Child-Focused: Makes curricular and operational decisions with children’s interest at the center
•	Family-Focused: Truly believes that guardians and parents are partners in children’s learning and demonstrates warmth, friendliness and care toward families.
•	Sense of Humor: Ability to laugh at oneself a must!

TO APPLY :
Strong candidates should submit a resume and thoughtful cover letter that describes one’s experience and pedagogical philosophy. Please type “Lead Infant/Toddler Teacher” in the subject line of the email. Candidates whom we choose to interview will be contacted. Please no calls or email about this position.  

"
154,Driver Job Fair - June 20th - 4:00-7:00 PM - On-the-Spot Interviews,Lynn,Jun 14,https://boston.craigslist.org/nos/npo/d/lynn-driver-job-fair-june-20th-pm-on/6912154017.html,"
compensation: $16.25/hour & $1500 Driver Bonus

employment type: full-time

non-profit organization

","

QR Code Link to This Post


Greater Lynn Senior Services is hosting a Driver Job Fair on Thursday, June 20th from 4:00 pm-7:00 pm at our 8 Silsbee Street location in Lynn. We will also be interviewing for other GLSS opportunities.  Please check out our open positions at:  https://glss.applicantpool.com/jobs/

Interested in our driver role?

You will be making a difference in someone's life by providing transportation to seniors and those with disabilities throughout the North Shore and greater Boston areas. We are looking for drivers who can work full time nights and weekend shifts.

Please be prepared by bringing a copy of your driving record (go to https://www.mass.gov/how-to/request-a-driving-record to obtain a copy.) 

Qualifications:
• High School Diploma or equivalent
• 21 years of age or older
• Safety is a priority for our passengers, so you must have a valid Massachusetts Driver's License (or a bordering state); a clean driving record and a minimum of five (5) years U.S driving experience with no moving violations within the last year and no history of DUI, DWI, or OUI
• Must pass a basic English reading and writing test
• Ability to obtain at minimum of a one (1) year DOT (Department of Transportation) card; pass a pre-employment drug and background check

Why work as a driver for GLSS:
• $1500 New Driver Bonus and $16.25/hour with plenty of overtime
• Your benefits begin on your 1st day with us (including medical/dental)
• We offer a generous retirement plan and paid time off
• We are conveniently located on the Lynnway
• You are helping others AND are making a difference every day!    "
155,Senior Recruiter,"Brighton, MA",Jun 14,https://boston.craigslist.org/gbs/npo/d/allston-senior-recruiter/6912117649.html,"
compensation: Competitive, depends on experience

employment type: full-time

non-profit organization

","

QR Code Link to This Post


The Home for Little Wanderers is seeking an experienced and talented Senior Recruiter to join their Brighton-based Human Resources team. Successful candidates for this hands-on position will have experience in high-volume recruiting, excellent multi-tasking abilities, and a proven track record of creating strong professional relationships throughout all levels of an organization. Experience working in the Human Services/Mental Health field would be ideal, but not a requirement.

Position Description

Under the supervision of the Director, Talent Acquisition & HRIS, the Senior Recruiter will be responsible for achieving the agency’s staffing objectives by recruiting and evaluating job candidates and partnering with hiring managers to complete the vacancy fulfillment process.  The Senior Recruiter will also be responsible for the management of the background check process with external vendors including EEC as it relates to the CORI/SORI/DCF administration.

Essential Functions

Serve as the subject matter expert and go-to resource for all hiring-related inquiries
Source, screen, and/or interview candidates for a variety of positions and building a proactive pipeline of qualified candidates for priority roles
Determine candidate-sourcing strategies (including new sources) which meet Diversity goals of the agency and monitor the results
Utilize key personnel to identify an experienced applicant pool
Develop and maintain ongoing relationships with selected educational institutions and community-based organizations to facilitate the agency’s diversity recruiting initiative
For each vacancy, work with hiring managers to identify ideal candidate profiles, which entails gaining an understanding of each program’s culture and needs
Educate and partner with hiring managers to ensure a smooth hiring process procedurally and functionally
Maintain an applicant tracking system and provide feedback to applicants and hiring managers
Manage the CORI Discretionary Review Process which includes direct communication with applicants as well as all documentation associated with the process
Manage the input of external new hire data for reporting purposes (i.e. skills, language capacity).
Review job descriptions and develop into internal/external job postings
Assist in the evaluation and management of the relationships with external recruiting venues such as online job boards, print advertising, staffing firms, etc.
Maintain job postings on the agency website and various external sources
In partnership with the Recruiting Coordinator, oversee the New Employee Hiring Process which includes running any/all background checks, creating offers, checking references, and ensuring that new hire processes are followed
Work closely with state agencies to ensure policies and procedures are being followed as updates occur and troubleshoot issues with agencies such as EEC as new regulations are presented to the organization
Work closely with hiring managers, candidates, and outside vendors to ensure timeliness in securing the following background checks: CORI (Criminal Offenders Registry Index), RBV (Request for Background Verifications), DCF (Dept of Children & Families), and Driving Record Checks
Represent the agency in selected career fairs and industry events
May be required to carry a mobile device
Performs other duties as assigned

Driving Requirements

May be required to operate a vehicle 
May be required to have a valid driver’s license and a “satisfactory” driving record
May be required to have access to a personal vehicle for use during work hours

Education and Experience

Bachelor’s degree and minimum of 4 years’ solid agency or corporate recruitment experience required; experience within non-profit preferred
Must be highly organized and possess excellent communication skills both written and oral
Computer literate including Microsoft Office and Internet Explorer with the ability to learn new software applications.

Physical Requirements

Standard office setting.  May spend an extended period of time on the telephone, at the computer terminal or operating other office machines requiring eye-hand coordination and finger dexterity.  Some travel to off-site locations possible.  

* The above is intended to describe the general content and requirements of work being performed by people assigned to this classification. It is not intended to be an exhaustive statement of all duties, responsibilities, or skills required of personnel so classified.

TO APPLY PLEASE CLICK HERE"
156,Lead Horticulturist,Museum of Science,Jun 14,https://boston.craigslist.org/gbs/npo/d/boston-lead-horticulturist/6912090087.html,"
compensation: Non-Exempt (Hourly)

employment type: full-time

non-profit organization

","

QR Code Link to This Post


 Lead Horticulturist
Museum of Science, Boston
www.mos.org
Innovation and creativity come from the unique perspectives of a diverse staff. We value your perspective.
SUMMARY STATEMENT:
The Lead Horticulturalist is primarily responsible for providing a high quality visitor experience through maintaining and practicing high professional standards for the horticultural care, display and interpretation of the Museum's living plant collection in the Butterfly Garden. The position assists in the monitoring of USDA containment procedures and equipment promptly reporting problems to the Curators and/or the Facilities Department. As a member of the Living Collections Department, this role also develops and presents plant biology/natural history oriented interpretations and programs and actively engages visitors on this topics. Lastly, the Lead Horticulturalist supervises the operation of the Butterfly Garden two days per week as well as in the Curator of Invertebrate's absence.
RESPONSIBILITIES:
Assists in the daily supervision of 2 full-time and 4 part-time staff as well as a minimum of 10 volunteers weekly and 20 interns annually
Supervises the daily operation of the Butterfly Garden on two of hers/his weekly shifts.
Manages a $9000 plant and horticultural supply budget and a $17,000 Integrated Pest Management Budget
Maintains a plant collection for a 3200 square foot Butter Garden
Maintains an 600 square foot out door plant nursery from April to October
Propagates or purchases 3000 plants on a yearly basis.
Monitors the plant conditions for two green walls (approximately 600 square feet of plants) and oversees approximately 24 onsite visits by the contract horticulturalist.
Propagates and maintains plants for a minimum of two Museum programs and one exhibit outside of the Butterfly Garden (expectation is these numbers will increase over time).
Shares the responsibility of monitoring approximately 100,000+ Butterfly Garden visitors yearly.
Approximately two hours daily is devoted to interpreting plant/insect biology to the Museum's guests.
Assists in monitoring the health of approximately 350 live butterflies on a daily basis
Assists in monitoring the health of approximately 20 colonies of non-butterfly insects and invertebrates.
Ability to work in a warm (78-82 degrees), humid (60-70% relative humidity) environment.
WORK SCHEDULE:
This position is full-time, 35hrs/wk, Tuesday-Saturday, 9am-5pm. Starting July 1, 2019
REPORTS TO:
Manager, Living Collections
MINIMUM QUALIFICATIONS:
Bachelors of Science or Arts degree.
3 or more years of experience caring for living botanical collections in a public garden, conservatory, zoo, aquarium, nature center, science museum or natural history museum.
Working knowledge and experience with horticultural practices in a commercial/research greenhouse, conservatory, botanical garden, zoo, aquarium, nature center, science or natural history museum.
Working knowledge and experience using Integrated Pest Management to control plant pests.
Experience supervising staff and/or volunteers in a commercial green house, conservatory, botanical garden, zoo, aquarium, nature center or science or natural history museum.
Demonstrated public speaking and interpretation skills.
Comfort level working with the public in a very busy setting.
STARTING SALARY:
Non-Exempt (Hourly).
BENEFITS:
Benefits for full-time, non-exempt (hourly) staff include: free parking, T accessibility, 15 vacation days, 12 holidays, 10 sick days, medical, dental, and vision insurance, short- and long-term disability, life insurance, retirement and savings plan, health care/dependent care flex spending plan, employee discounts, employee referral program, tuition assistance, professional development, direct deposit, free admission, free Duck Tours, discounted movie passes, and much more!
 The Museum of Science is fully committed to Equal Employment Opportunity and to attracting, retaining, developing and promoting the most qualified employees without regard to their race, gender, color, religion, sexual orientation, national origin, age, physical or mental disability, citizenship status, veteran status, or any other characteristic prohibited by federal, state or local law. We are dedicated to providing a work environment free from discrimination and harassment, and where employees are treated with respect and dignity.
No phone inquiries, please. Qualified applicants will be contacted within two to four weeks of initial application.
For more information, or to apply now, you must go to the website below. Please DO NOT email your resume to us as we only accept applications through our website.Click Here to Apply or use the link belowhttps://mos.applicantpro.com/jobs/1110251-27335.html "
